headline	lead_paragraph	web_url
UN Chief: Climate Negotiations Moving at a 'Snail's Pace'	"Secretary-General Ban Ki-moon said Monday that negotiations on a new climate pact to keep global warming from reaching dangerous levels are moving at a ""snail's pace"" and must be speeded up."	http://www.nytimes.com/aponline/2015/06/29/world/ap-un-united-nations-climate-change.html
U.S. Says No Evidence Jordan, Turkey Considering Syria Buffer Zones	"The United States has no ""solid evidence"" that Jordan and Turkey are considering seeking a buffer zone in Syria, the State Department said on Monday."	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-buffers.html
Conflicts Rob 30 Million Children of Education: Norwegian PM	Armed conflicts deprive about 30 million children of education worldwide and governments need to step up investments to make schools safer, partly by widening use of the Internet, Norway's Prime Minister Erna Solberg said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/africa/29reuters-norway-education.html
Afghanistan and U.N. Agency Agree on Police Funding Plan	Afghanistan and the United Nations have reached agreement to transfer to Kabul's control a controversial multi-billion dollar fund intended to rebuild the police force and pay officers, the U.N. Development Programme (UNDP) said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-afghanistan-police.html
Killer in Canadian Dismemberment Case Joins Dating Site	A Canadian man sentenced to life in prison for killing and dismembering his Chinese lover and mailing the body parts to schools and political parties has joined a matchmaking website for inmates.	http://www.nytimes.com/aponline/2015/06/29/world/ap-cn-canada-body-parts.html
China's Li Says to Make Climate Pledge to U.N. by June 30	"China's Premier Li Keqiang said on Monday that Beijing will submit its Intended National Determined Contribution (INDC) to the United Nations ""by the end of the month"", declining to give more details."	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-eu-china-climatechange-un.html
For World, Limited Options if Iran Talks Fall Apart	The Iranian nuclear talks are playing out in classic fashion: A self-imposed deadline appears to have been extended due to stubborn disputes, with the sides publicly sticking to positions and facing internal pressure from opponents ready to pounce on any compromise.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-iran-nuclear-talks-scenarios.html
Zambian Court Finds Ex-President Innocent of Corruption Charges	A Zambian court on Monday cleared ex-president Rupiah Banda of corruption in an oil procurement deal.	http://www.nytimes.com/reuters/2015/06/29/world/africa/29reuters-zambia-corruption.html
U.S. Negotiators to Stay in Vienna for Iran Talks Beyond June 30: White House	U.S. negotiators will remain in Vienna for Iran nuclear talks which are likely to extend past a self-imposed June 30 deadline, White House spokesman Josh Earnest said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-iran-nuclear-whitehouse.html
Armenians Continue Protest Despite Suspension of Power Price Rise	Thousands of Armenians launched a second week of protests on Monday against a hike in electricity prices, rejecting the government's concession to suspend the increase temporarily.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-armenia-protest.html
U.S. Not Contemplating a Federal Bailout of Puerto Rico: White House	The United States government is not contemplating a federal bailout of Puerto Rico to help the island deal with its debt crisis, the White House said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/29reuters-usa-puertorico-whitehhouse.html
Kenya in Court After Botched Abortion Injures Raped 15-Year-Old	The mother of a 15-year-old rape survivor, who needs a kidney transplant following a botched backstreet abortion, filed a case against Kenya's government on Monday for denying women and girls safe access to terminations.	http://www.nytimes.com/reuters/2015/06/29/world/africa/29reuters-kenya-abortion.html
Factbox: Gulf Arabs on the Rise in Islamic State	Islamic State, which claimed responsibility for Kuwait's worst militant attack last Friday, has built a network of militants in Gulf Arab states responsible for a campaign of suicide bombings against the Arabian Peninsula's Shi'ite minority.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-kuwait-blast-islamicstate-gulf-factbox.html
U.S., Allies Conduct 23 Air Strikes in Iraq, Syria: U.S. Military	The United States and its allies staged six air strikes against Islamic State positions in Syria and 17 strikes against the militant group in Iraq on Sunday, the U.S. military said.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-airstrikes.html
State of Fear: Survivors Tell of Life Under IS Rule	When the Islamic State fighters burst into the Iraqi village of Eski Mosul, Sheikh Abdullah Ibrahim knew his wife was in trouble.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-inside-the-caliphate-nation-of-fear-abridged.html
Italy Begins to Recover Hundreds of Migrant Bodies From Shipwreck	Italy's navy said on Monday it had begun to recover the bodies of up to 800 migrants from a fishing boat that sank in the Mediterranean three months ago, a tragedy that prompted the European Union to expand sea rescue operations.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-europe-migrants-italy.html
State of Fear: Survivors Tell of Life Under IS Rule	"Inside the Islamic State's realm, the paper testifying that you have ""repented"" from your heretical past must be carried at all times. Many people laminate it just to be safe. It can mean the difference between life and death."	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-inside-the-caliphate-nation-of-fear.html
Former Polish Senator Charged in 1992 Death of Journalist	Prosecutors in Poland say they have charged a businessman and former senator from the city of Poznan with instigating the presumed murder of an investigative journalist in 1992.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-poland-journalist-death.html
Lufthansa to Offer Germanwings Crash Compensation This Week	Lufthansa is preparing to make a compensation offer this week to relatives of those who died in the March 24 Germanwings plane crash in the French Alps.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-france-plane-crash.html
U.N. Chief Deplores Coalition Airstrike on U.N. Compound in Yemen	United Nations Secretary-General Ban Ki-moon deplored on Monday an Arab coalition air strike in Yemen that seriously damaged a U.N. Development Programme office and injured a guard, calling for a full investigation into the incident. 	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-yemen-security-un.html
New Arrests in Tunisia Attack as Europeans Honor Victims	Top European security officials paid a somber homage on Tunisian sands Monday to 38 people killed at a beach resort, as Tunisian authorities announced the arrest of seven alleged accomplices of the gunman.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-tunisia-attack.html
The Next Act: What Happens Now in Greece's Drama	Greece has entered the twilight zone.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-greece-the-road-ahead-qa.html
Ireland Reports 26 Abortions Last Year, 3 to Deter Suicide	Ireland's Health Department says doctors last year performed 26 abortions to protect women's lives, including on three women who had threatened to kill themselves if denied one.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-ireland-abortion.html
Pakistan Police Kill Four Suspected Taliban Militants in Punjab: Officials	Pakistani police and intelligence officials shot and killed three suspected Islamist militants in a raid on their hideout in eastern Pakistan early on Monday and a fourth blew himself up, police and intelligence officials said.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-pakistan-militants.html
Rights Group Doubts Captured Russian Soldier Had Quit Army	A soldiers' rights group cast doubt on Monday on denials by military prosecutors in Moscow that a Russian serviceman was on active duty when captured fighting in Ukraine.    	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-ukraine-crisis-russia-soldier.html
U.S. Charges Fifth Man in Alleged N.Y.-N.J. Islamic State Plot	A New Jersey man was arrested on Monday on charges of conspiring to provide support to the militant group Islamic State, the fifth man to be arrested in recent weeks as part of a broader probe in the New York City region.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-usa-security.html
Kuwait Attack Shows Gulf Vulnerability to Islamic State	By sending a Saudi Arabian suicide bomber to Kuwait and recruiting local members of a stateless underclass to help him attack a Shi'ite Muslim mosque, an Islamic State cell struck at the Gulf Arab monarchy's most potent internal divisions. 	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-kuwait-blast-vulnerabilities-insight.html
France: Israeli-Palestinian Conflict Can Explode at Any Time	"France's foreign minister warned Monday that the Israeli-Palestinian conflict can explode ""at any moment"" and the Islamic State extremist group can interfere at any time."	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-un-united-nations-israel-palestinians.html
Cult of Personality: Turkmen Leader Gets Park Tribute on Birthday	Turkmenistan, which rights groups view as one of the most repressive countries in the world, celebrated President Kurbanguly Berdymukhamedov's 58th birthday on Monday by opening a park in the capital Ashgabat bearing his name.	http://www.nytimes.com/reuters/2015/06/29/world/29reuters-turkmenistan-president.html
U.S. Says Absurd to Suggest That It Will Cave in Iran Talks	The United States on Monday rejected criticism that world powers negotiating a nuclear agreement with Iran have been making too many compromises, saying it hoped to get a good deal but was not certain that was achievable.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-iran-nuclear-usa.html
Dalai Lama Faces Protest as He Opens UK Buddhist Center	The Dalai Lama was met by supporters and protesters as he opened Britain's first Buddhist community center.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-britain-dalai-lama.html
Italian Navy Tries to Recover Bodies From Migrant Shipwreck	The Italian navy says it is has begun deep-sea operations to recover bodies from a migrant shipwreck that killed as many as 800 people.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-italy-migrants.html
Aftermath of Egypt Prosecutor Bombing	Police in Cairo on Monday inspected the wreckage of a convoy carrying Egypt’s top prosecutor, Hisham Barakat, who was killed by the attack.	http://www.nytimes.com/video/world/middleeast/100000003770842/aftermath-of-egypt-prosecutor-bombing.html
French Protest Blocks Calais Port, Disrupts Channel Traffic	French ferry workers angry over possible job losses are disrupting the port of Calais and traffic across the English Channel.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-france-port-protest.html
Police Use Tear Gas to Stop Fighting at Hungary Refugee Camp	Hungarian police used tear gas to stop a fight among hundreds of refugees at a camp in an eastern city, officials said Monday.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-hungary-migrants.html
Ferry Workers Again Block Calais Port in Dispute	Employees of a ferry service recently sold by Eurotunnel renewed a blockade of the northern French port of Calais on Monday after a court rejected their bid to extend the service's charter contract with Eurotunnel.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-france-ports-strike.html
Emirati Court Issues Death Sentence in Killing of American	A court in the United Arab Emirates sentenced to death a woman convicted of murdering an American teacher with a butcher knife in the bathroom of an upscale Abu Dhabi mall, the state news agency WAM reported Monday.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-abu-dhabi-us.html
Brussels Extends Pedestrian Zone, Europe's Second Largest	Part of Brussels city centre was closed permanently to traffic on Monday, creating Europe's second largest urban pedestrian area after Venice in what was one of the city's busiest boulevards.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-belgium-brussels-transportation.html
Hungarian Police Use Tear Gas to Break Up Clashes at Migrant Camp	Hungarian police fired tear gas to subdue hundreds of people fighting each other and throwing rocks in an overcrowded camp for migrants in the eastern city of Debrecen, authorities said.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-europe-migrants-hungary.html
Denmark's New PM Takes on Eurosceptics by Speeding Up Referendum	Denmark's new prime minister, Lars Lokke Rasmussen, said on Monday he was bringing forward the date of a referendum on whether the country should give up its exemption from European Union justice rules, a move strongly opposed by eurosceptics.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-denmark-eu-referendum.html
Tunisia Attack to Sap Reserves but Economy Can Avoid Crisis	An assault on a Tunisian resort, which killed 39 people, has sent holidaymakers fleeing and dealt a major blow to the country's tourism industry, but the broader economy should be robust enough to withstand the shock.	http://www.nytimes.com/reuters/2015/06/29/world/africa/29reuters-tunisia-security-economy.html
Israel, Palestinians Say to Investigate Gaza Warcrime Accusations	Israel and the Palestinians promised on Monday to investigate alleged war crimes committed by their forces during the 2014 Gaza war, amid growing calls for an end to impunity on both sides.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-gaza-un.html
Nepal Tells U.N. to Destroy Low Quality Food Meant for Quake Survivors	The United Nations must destroy hundreds of tonnes of substandard food it imported for distribution to survivors of the recent earthquakes in Nepal, a senior Nepali government official said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-quake-nepal-food.html
AeroMexico Dreamliner Makes Emergency Landing in Ireland	A Boeing 787 Dreamliner en route from Mexico City to Paris made an emergency landing at Ireland's Shannon Airport on Monday and all 193 people on board disembarked safely, a spokesman for the airport said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-aeromexico-emergency.html
French Beheading Suspect Denies Jihad Motivation	The man being held in France under suspicion of beheading his boss and trying to blow up a chemicals plant has told investigators there was no religious motivation behind the attack, a source close to the inquiry said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-france-blast-suspect.html
Chinese Premier Calls for Deal to Keep Greece in Eurozone	The prime minister of China, the European Union's No. 2 trading partner, called Monday on Greece and its creditors to reach a last-minute deal that will allow Greece to remain in the eurozone.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-europe-china.html
Drop Srebrenica Genocide Resolution, Bosnian Serb Leader Urges U.N.	A top Bosnian Serb politician urged the United Nations on Monday to abandon plans for a British-drafted resolution on the 1995 Srebrenica massacre, saying its adoption by the world body would only deepen ethnic divisions in Bosnia.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-bosnia-srebrenica-resolution.html
Syrian Insurgents Carve Out Fiefdoms in De-Facto Partition	Four years into a war that has killed more than 220,000 people, Syrian President Bashar al-Assad can no longer defend the whole country or hope to regain lost territory and his forces are retreating and fortifying their core strongholds, from the  capital Damascus up to the coastal strip in north-western Syria.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-syria-partition-insight.html
UN: Islamic State Destruction of Heritage Sites a War Crime	The U.N.'s cultural agency said Monday the destruction of antiquities and heritage sites in conflict zones by the Islamic State and other extremist groups could amount to war crimes.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-united-nations-islamic-state.html
Aid Group: Thousands Flee Fighting in Syria's Hassakeh	Fighting between the Islamic State group and the Syrian army in the mainly Kurdish city of Hassakeh has displaced at least 30,000 people, separated families and left some children unaccompanied, a member of an international aid group said Monday.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-islamic-state.html
China Works for 'Win-Win' Climate Plan, Poised for U.N. Pledge	China seeks a fair, global system to tackle climate change and will deliver its pledge to the United Nations by the end of Tuesday on how much it will cut emissions, Chinese Premier Li Keqiang said after talks with top European Union officials.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-eu-china-climatechange.html
2 Uber Managers Detained in France Over Low-Cost Service	"French authorities detained two senior Uber managers for questioning on Monday over ""illicit activity"" involving its low-cost ride-hailing service."	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-france-uber.html
Juncker Says He Feels Betrayed by Greece	The president of the European Commission, Jean-Claude Juncker, said the momentum in negotiations between Greece and its international creditors had been shattered by the announcement of a referendum.	http://www.nytimes.com/video/world/europe/100000003770677/juncker-says-he-feels-betrayed-by-greece.html
U.S. Raid on Afghan Weapons Cache Incites Protests	U.S. forces conducted a raid to destroy a cache of weapons north of Kabul early on Monday morning, a U.S. army spokesman said, giving rare details of unilateral activity in Afghanistan.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-afghanistan-usa-cache.html
U.S. Raid on Afghan Weapons Cache Incites Protests	U.S. forces conducted a raid to destroy a cache of weapons north of Kabul early on Monday morning, a U.S. army spokesman said, giving rare details of unilateral activity in Afghanistan.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-afghanistan-usa.html
Dubai Developer Limitless to Repay $564 Million in Debt	An indebted Dubai real estate developer says it will repay more than half a billion dollars in money owed to banks and trade creditors as part of its financial restructuring.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-dubai-debt.html
French Minister: No New Target Date for Iran Nuclear Talks	"Negotiators trying to rein in Iran's nuclear program have decided not to set a new target date to conclude talks, France's foreign minister said Monday, and he warned that if an agreement isn't ""very robust"" other countries in the Middle East will seek to develop nuclear weapons."	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-un-united-nations-iran-talks.html
Nigeria Urged to Repeal Its Anti-Gay Law by Rights Group	Nigeria's draconian law against gays has encouraged mob attacks, police torture, evictions and public whippings, according to a report Monday that urges the country's new president to repeal the legislation.	http://www.nytimes.com/aponline/2015/06/29/world/africa/ap-af-nigeria-anti-gay-law.html
Array of Combatants Deepens Complexity of Syria's Civil War	More than four years into Syria's war, the country is ever more divided into a patchwork of areas controlled by the government or armed groups including Islamist insurgents, Kurdish militia, the ultra-hardline Islamic State, and rebels who profess a more moderate vision for Syria.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-syria-combatants.html
Factbox: Array of Combatants Deepens Complexity of Syria's Civil War	More than four years into Syria's war, the country is ever more divided into a patchwork of areas controlled by the government or armed groups including Islamist insurgents, Kurdish militia, the ultra-hardline Islamic State, and rebels who profess a more moderate vision for Syria.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-syria-combatants-factbox.html
Egypt Sets July 30 to Issue Verdict in Al-Jazeera Trial	An Egyptian court will issue its final verdict on July 30 in the re-trial of three Al-Jazeera English journalists on terrorism-related charges.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-egypt-al-jazeera.html
Venezuelan Struggling Socialists Hold Legislative Primaries	Members of Venezuela's ruling socialist party selected candidates to compete in December's legislative elections that the opposition is favored to win amid a punishing economic crisis that is eroding support for President Nicolas Maduro.	http://www.nytimes.com/aponline/2015/06/29/world/americas/ap-lt-venezuela-socialist-primaries.html
Nuke Talks Set for Several More Days; Signs of Backtracking	World powers and Iran prepared to move past Tuesday's deadline for a comprehensive nuclear agreement, with officials suggesting significant backtracking by Tehran's negotiators that may need several more days of discussions to resolve.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-iran-nuclear-talks-.html
Thai Ice Cream Company Apologizes for Facebook Gay Slur	A Thai ice cream company owned by Unilever has apologized for using a derogatory term for gay men in a Facebook posting marking the U.S. Supreme Court's ruling on same-sex marriage, a spokeswoman said Monday.	http://www.nytimes.com/aponline/2015/06/29/world/asia/ap-as-thailand-gay-slur.html
Tunisia Arrests Suspects Associated With Beach Hotel Attacker	Tunisian authorities have arrested a group of suspects associated with the gunman who killed 39 people, mainly British tourists, in a beach hotel attack claimed by Islamic State, the interior minister said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-tunisia-security-arrests.html
Iraq: Attacks Inside, Around Baghdad Kill at Least 7 People	Officials say attacks inside and around Baghdad have killed at least seven people.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-me-iraq.html
Israel Says Asked Syrian Rebels Not to Harm Druze	Israel said on Monday it had made humanitarian aid to select Syrian rebel groups on its border conditional on their undertaking not to harm the Druze minority in the country's civil war.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-syria-crisis-israel-druze.html
Number of Britons Killed in Tunisia Attack Likely to Rise to 30: PM Spokeswoman	The number of Britons confirmed killed by an Islamist gunman in Tunisia last Friday has risen to 18 from 15 and the final death toll is likely to increase to around 30 people, a spokeswoman for British Prime Minister David Cameron said on Monday. 	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-tunisia-security-britain.html
UK Says Argentine Plan to Seize Falklands Oil Driller Assets 'Unlawful'	Britain said on Monday any attempt by Argentina to seize the assets of oil drillers operating in the disputed Falkand Islands would be unlawful after Buenos Aires said it would pursue a local judge's order against six firms.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-argentina-falklands-britain.html
Exclusive: In Turf War With Afghan Taliban, Islamic State Loyalists Gain Ground	Fighters loyal to Islamic State have seized substantial territory in Afghanistan for the first time, witnesses and officials said, wresting areas in the east from rival Taliban insurgents in a new threat to stability.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-afghanistan-islamic-state.html
Greek Deal Still Possible, Hollande Says	The French president, François Hollande, said there was “always the possibility of a deal” between Greece and its international creditors, and that France was ready to help ensure dialogue resumed.	http://www.nytimes.com/video/world/europe/100000003770521/greek-deal-still-possible-hollande-says.html
Exclusive-In Turf War With Afghan Taliban, Islamic State Loyalists Gain Ground	Fighters loyal to Islamic State have seized substantial territory in Afghanistan for the first time, witnesses and officials said, wresting areas in the east from rival Taliban insurgents in a new threat to stability.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-afghanistan-islamic-state-exclusive.html
Yemen's Houthis Shell Aden Refinery for Second Time: Official	Houthi forces in Yemen have shelled the refinery in the southern city of Aden for the second time in three days, an official at the facility said, hitting an empty fuel tank with a rocket.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-yemen-security-refinery.html
China Fears Loss of Great Wall, Brick by Brick		http://sinosphere.blogs.nytimes.com/2015/06/29/disappearance-of-chinas-great-wall-prompts-concerns/
China Says Thousands Arrested Suspected of Environmental Crimes	Chinese police arrested thousands of people suspected of environmental crimes last year, a minister told parliament on Monday, as the world's most populous country vows to get serious on protecting the environment.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-china-environment.html
Hezbollah Member Pleads Guilty to 8 Charges in Cyprus	A Cyprus criminal court on Tuesday sentenced a member of the militant group Hezbollah to six years in prison after he pleaded guilty to all eight charges against him in connection with the seizure of 9 tons of a chemical compound that can be converted into an explosive.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-cyprus-chemicals-seized.html
Israel to Build Fence Along Part of Border With Jordan	Israel's Cabinet has approved funding for a fence to be built along part of the country's eastern border with Jordan.	http://www.nytimes.com/aponline/2015/06/29/world/middleeast/ap-ml-israel-jordan.html
Hong Kong Democracy Activist Reports Being Assaulted on Street		http://sinosphere.blogs.nytimes.com/2015/06/29/hong-kong-democracy-activist-reports-being-assaulted-on-street/
Putin Urges All to Fight IS Group, Backs Syria's Assad	In a surprise meeting with Syria's foreign minister, Russian President Vladimir Putin pledged his support Monday for Syrian President Bashar Assad and called on all Middle East nations to join forces to fight Islamic State militants.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-russia-syria.html
Hong Kong Democracy Activist Reports Being Assaulted on Street		http://sinosphere.blogs.nytimes.com/2015/06/29/hong-kong-democracy-activist-reports-being-assaulted-on-street/
Putin Urges All to Fight IS Group, Backs Syria's Assad	In a surprise meeting with Syria's foreign minister, Russian President Vladimir Putin pledged his support Monday for Syrian President Bashar Assad and called on all Middle East nations to join forces to fight Islamic State militants.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-russia-syria.html
Council Rejects Fracking Shale Gas in Northwest England	A local council has rejected plans to frack shale gas in northwestern England in a case closely watched as offering a precedent for exploration in Britain.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-britain-fracking.html
Boom in 'Voluntourism' Sparks Concerns Over Whether the Industry Is Doing Good	Rapid growth in the multi-billion dollar volunteer tourism industry has prompted calls for tighter controls with concerns over exposing vulnerable communities to unskilled foreign labor and dodgy operators exploiting foreigners for profit.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-travel-volunteers-charities.html
Lebanese Man Jailed in Cyprus Ammonium 'Plot' Against Israelis	Cyprus jailed a member of the armed wing of Hezbollah for six years on Monday after he pleaded guilty to charges of stockpiling explosives to attack Jewish targets abroad.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-cyprus-security-explosives.html
Putin, Berlusconi Spend Weekend in _ Where Else _ Siberia	A spokesman for Russian President Vladimir Putin says Putin and former Italian Prime Minister Silvio Berlusconi spent the weekend together at a vacation home in Siberia.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-russia-berlusconi.html
Syria Says Russia Promises Wide Range of Support	Syria's foreign minister said on a visit to Moscow on Monday that top ally Russia had promised to send political, economic and military aid to his country.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-mideast-crisis-syria-russia.html
Myanmar Replaces Senior Air Force Officer After Stray China Bomb	Myanmar has replaced a high ranking air force officer, officials said on Monday, in a move that was seen as a response to China's anger over stray bomb that fell in Chinese territory and killed four farmers three months ago.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-myanmar-china-airforce.html
Thailand Launches Muslim-Friendly Tourist App	Thailand on Monday launched a smartphone app to attract Muslim visitors, something that could help further boost an industry which has been steadily recovering since a 2014 coup.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-thailand-tourism.html
France Has Expelled 'About 10' Radical Preachers This Year	"France's top security official says the government has expelled ""about 10"" radical imams and preachers since the beginning of the year and a total of 40 since 2012."	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-france-attack.html
Deal Is Near, Pierre Moscovici Says	The European commissioner for economic and financial affairs said on Monday that “Greece must stay in the eurozone.”	http://www.nytimes.com/video/world/europe/100000003770459/deal-is-near-pierre-moscovici-says.html
India's Next Weapon Against Climate Change? The Heat-Tolerant Dwarf Cow	Worsening heat, fodder shortages and the threat of drought are forcing many hard-hit dairy farmers in the Anantapur area of India's southern Kerala state to reduce their herds, experts say.	http://www.nytimes.com/reuters/2015/06/29/world/asia/29reuters-india-livestock-climatechange.html
Afghanistan's President Orders Probe Into NATO-Led Operation	Afghanistan has ordered an investigation into an operation Monday involving U.S. forces that destroyed a weapons cache in a volatile region close to the capital, sparking demonstrations that briefly closed a highway.	http://www.nytimes.com/aponline/2015/06/29/world/asia/ap-as-afghanistan.html
Ruling in Egypt Trial of Jazeera Journalists Set for July 30	An Egyptian court said on Monday it would issue a ruling on July 30 in the retrial of two Al Jazeera television journalists previously sentenced to seven to 10 years in prison.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-egypt-court-jazeera.html
Russia's Putin Reaffirms Support for Syrian Leadership	President Vladimir Putin said at the start of talks with Syria's foreign minister on Monday that there was no change in Russia's support for the Syrian leadership.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-mideast-crisis-russia.html
A Nuclear Deal Could Sharpen Political Tensions in Iran	A final deal to resolve the Iranian nuclear dispute could heighten domestic political tensions with two major elections looming in the Islamic Republic, analysts and officials said.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-iran-nuclear-politics-insight.html
Spain, Portugal Issue Health Alerts Amid Scorching Temps	Spain and Portugal both issued weather alerts Monday, advising residents to take extra care as temperatures soared above 40 C (104 F) in some southern areas.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-europe-heat-wave.html
U.S. 'Deeply Concerned' After Former Lesotho Army Chief Killed	"The United States said on Monday it was ""deeply concerned"" after Lesotho's former army chief was shot dead last week, an incident that risks sparking instability in a small mountainous kingdom of strategic importance to South Africa."	http://www.nytimes.com/reuters/2015/06/29/world/africa/29reuters-lesotho-security-usa.html
Caribbean Man Dies After Arrest by Dutch Police, Prompting Inquiry	Dutch prosecutors have launched an inquiry into the death of a man from the Caribbean island of Aruba after he was arrested by police at a music festival in The Hague.	http://www.nytimes.com/reuters/2015/06/29/world/europe/29reuters-netherlands-police-death.html
A Look at Greece's Lockdown on Money Withdrawals, Transfers	Greece has imposed restrictions on money withdrawals and banking transactions to keep its financial system from collapsing due to a run on the banks.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-greece-bailout-glance.html
Greeks Line Up as Banks Close	Prime Minister Alexis Tsipras announced the closings on Sunday as a deadline for the country’s debt repayment neared and negotiations with its creditors began inflicting pain on ordinary people.	http://www.nytimes.com/video/world/europe/100000003770382/greeks-line-up-as-banks-close.html
UK's Cameron Promises Wide, Long-Term Response to Terror	Prime Minister David Cameron on Monday pledged a wide response to extremism, describing Britain as being united in grief over the beach massacre in Tunisia.	http://www.nytimes.com/aponline/2015/06/29/world/europe/ap-eu-britain-tunisia.html
Israel Approves Extending Fortified Fence on Its Jordan Border	Israel's security cabinet has approved extending the fortified fence along its Egyptian border into a section of the frontier with neighboring Jordan, Prime Minister Benjamin Netanyahu said on Monday.	http://www.nytimes.com/reuters/2015/06/29/world/middleeast/29reuters-israel-jordan.html
